,title,brand,price,rating,reviewCount,description,categories
0,Men T-Shirt,Allen Solly,969,5.0,1,,Mens-wear
1,Dri-fit Cotton Boys' Shirt,MG Brand,399,3.9,406,,Mens-wear
2,"Vacation Time -Family t-Shirts Set of 4 for Father Mother and Kids (Mustard, Mail The Sizes to Gangsters.4006@gmail.com)",RAINBOWTEES,"1,599",1.0,1,,Mens-wear
3,Men T-Shirt,U.S. POLO ASSN.,,No reviews,,,Mens-wear
4,Regular Polo Shirt,U.S. POLO ASSN.,859,3.6,27,,Mens-wear
5,Graphic Printed T-shirt,CreativiT,474,4.1,86,,Mens-wear
6,Men's Regular Fit T-shirt,Bon Organik,999,4.3,75,,Mens-wear
7,|Official Rick and Morty: Outta Here Men and Boys |Regular fit Ghraphic Printed|Half Sleeve|100% Cotton Lavender Color Men T-Shirts,The Souled Store,734,New to Amazon,,,Mens-wear
8,CSK Jersey & RCB Cricket Team Full Sleeve Jersey Dhoni7/Virat18 2023/2024 (Boys and Men),Generic,589,New to Amazon,,,Mens-wear
9,RusselMania Son icboom White Tshirt,Generic,699,New to Amazon,,,Mens-wear
10,Bagan Printed Cotton Tshirt,Dil Se,299,3.5,3,,Mens-wear
11,Roman Heyman Usos Bloodline Unisex T-Shirt for Men & Women by TohfayWalla,Generic,444,3.5,2,,Mens-wear
12,T-shirt Mask With Shirt,F GALLERY,199,3.6,43,,Mens-wear
13,Men's Letter Print Slim T-Shirt (PM507381_Green Navy Blue),Pepe Jeans,598,No reviews,,,Mens-wear
14,"Men's Tom & Jerry 100% Cotton T-Shirt - Regular Fit, Round Neck, Half Sleeves",Bewakoof,449,3.9,9,,Mens-wear
15,Men's Cotton T-shirt,hotfits,439,3.5,81,,Mens-wear
16,Boys' Tshirt,BONKIDS,399,4.2,83,,Mens-wear
17,Regular Fit Polo,Amazon Brand - Symbol,329,3.8,216,,Mens-wear
18,Men's Regular Fit T-Shirt,EYEBOGLER,169,3.1,30,,Mens-wear
19,Regular Fit T-shirt,Parx,"1,049",4.3,3,,Mens-wear
20,Men Crew neck Graphic T-shirt,Jockey,848,4.1,54,,Mens-wear
21,Think It's Not Illegal Yet Funny Political Saying Joke Vintage Men's T-Shirt Purple954,HAMERCOP,490,No reviews,,,Mens-wear
22,Anime Demon Slayer Shirt,VIKCLIQUE,449,No reviews,,,Mens-wear
23,Men's Regular T-shirt,Adidas,"1,499",5.0,2,,Mens-wear
24,Men Polo Shirt,Arrow,570,3.7,4,,Mens-wear
25,Men Polos,Pepe Jeans,969,No reviews,,,Mens-wear
26,Silly Punter Vikings Son Of,Silly Punter,549,4.7,9,,Mens-wear
27,Slim Fit T-shirts,Spykar,367,3.3,19,,Mens-wear
28,FAB KALAKRITI Men Om Printed Pure Cotton Straight Kurta (Men Swastic Kurta),Generic,350,New to Amazon,,,Mens-wear
29,Glow In Dark Cotton Shirt,bluehaaat,489,4.3,8,,Mens-wear
30,Love Yoga Printed T-shirt,CreativiT,499,3.8,8,,Mens-wear
31,Regular Fit Polo,U.S. POLO ASSN.,"1,099",3.8,83,,Mens-wear
32,"Polo Tshirt for Men, Polo Neck T Shirts for Men, Half Sleeves Men Polo Tshirt, Cotton Polo T Shirt for Men with Collar, Men's Regular Polo Shirt (M) Peach",Veirdo,449,5.0,1,,Mens-wear
33,"Mens Attack on Titan Cotton T-Shirt (L, Black)",ADRO,499,3.4,3,,Mens-wear
34,Men's Regular T-shirt,Van Heusen,549,3.3,3,,Mens-wear
35,Anime T-shirt,Fans Army,599,4.5,17,,Mens-wear
36,Men T-shirt,U.S. POLO ASSN.,898,4.8,6,,Mens-wear
37,Black Pop Fan Art Tshirt,MG Brand,599,3.6,72,,Mens-wear
38,Dry-fit Tshirt,Crazy Sutra,399,No reviews,,,Mens-wear
39,Eren Yeager Anime Shirt,SLOTH CLOTH,649,3.3,3,,Mens-wear
40,Uri Style Zip Shirt,OMEE GOLD,497,4.1,66,,Mens-wear
41,Goa Time Tshirt,CreativiT,499,3.6,15,,Mens-wear
42,100% Cotton T-shirt,House Of Tees,699,No reviews,,,Mens-wear
43,Men's Printed T-shirt,WC Right,230,4.1,11,,Mens-wear
44,Men's Dark Green Solid Pure Cotton Round Neck T-Shirt,Red Tape,479,New to Amazon,,,Mens-wear
45,Men's Graphic Printed Round Neck Half Sleeve Slim Fit Cotton T-Shirt,Urbano Fashion,365,New to Amazon,,,Mens-wear
46,Henley T-shirt Night Shirt,COBEN,"1,359",4.3,43,,Mens-wear
47,Sher Couple T-shirt,Be Awara,399,3.5,3,,Mens-wear
